Publication.Type,Authors,Author Full Names,Title,Source Title,Keywords,Keywords Plus,Abstract,Publication.Date,Publication.Year,Volume,Issue,Start Page,End Page,Article Number,DOI,DOI Link,Early Access Date,Web of Science Record
J,"Both, C; Visser, ME","Both, C; Visser, ME",The effect of climate change on the correlation between avian life-history traits,GLOBAL CHANGE BIOLOGY,climate change; clutch size; Ficedula hypoleuca; food availability; laying date,FLYCATCHER FICEDULA-HYPOLEUCA; EGG-LAYING TRENDS; TITS PARUS-MAJOR; CLUTCH-SIZE; PIED FLYCATCHER; GREAT TIT; COLLARED FLYCATCHER; FOOD AVAILABILITY; WINTER MOTH; REPRODUCTIVE SUCCESS,"The ultimate reason why birds should advance their phenology in response to climate change is to match the shifting phenology of underlying levels of the food chain. In a seasonal environment, the timing of food abundance is one of the crucial factors to which birds should adapt their timing of reproduction. They can do this by shifting egg-laying date (LD), and also by changing other life-history characters that affect the period between laying of the eggs and hatching of the chicks. In a long-term study of the migratory Pied Flycatcher, we show that the peak of abundance of nestling food (caterpillars) has advanced during the last two decades, and that the birds advanced their LD. LD strongly correlates with the timing of the caterpillar peak, but in years with an early food peak the birds laid their eggs late relative to this food peak. In such years, the birds advance their hatching date by incubating earlier in the clutch and reducing the interval between laying the last egg to hatching of the first egg, thereby partly compensating for their relative late LD. Paradoxically, they also laid larger clutches in the years with an early food peak, and thereby took more time to lay (i.e. one egg per day). Clutch size therefore declined more strongly with LD in years with an early food peak. This stronger response is adaptive because the fitness of an egg declined more strongly with date in early than in late years. Clearly, avian life-history traits are correlated and Pied Flycatchers apparently optimize over the whole complex of the traits including LD, clutch size and the onset of incubation. Climate change will lead to changing selection pressures on this complex of traits and presumably the way they are correlated.",OCT,2005,11,10,1606,1613,,10.1111/j.1365-2486.2005.01038.x,http://dx.doi.org/10.1111/j.1365-2486.2005.01038.x,,View Full Record in Web of Science
J,"Visser, ME; Perdeck, AC; van Balen, JH; Both, C","Visser, Marcel E.; Perdeck, Albert C.; van Balen, Johan H.; Both, Christiaan",Climate change leads to decreasing bird migration distances,GLOBAL CHANGE BIOLOGY,bird migration; bird ringing; climate change,ADAPTATION; ARRIVAL; PHENOLOGY; SITE,"Global climate change has led to warmer winters in NW Europe, shortening the distance between suitable overwintering areas and the breeding areas of many bird species. Here we show that winter recovery distances have decreased over the past seven decades, for birds ringed during the breeding season in the Netherlands between 1932 and 2004. Of the 24 species included in the analysis, we found in 12 a significant decrease of the distance to the wintering site. Species from dry, open areas shortened their distance the most, species from wet, open areas the least, while woodland species fall in between the other two habitats. The decline in migration distance is likely due to climate change, as migration distances are negatively correlated with the Dutch temperatures in the winter of recovery. With a shorter migration distance, species should be better able to predict the onset of spring at their breeding sites and this could explain the stronger advancement of arrival date found in several short distance species relative to long-distance migrants.",AUG,2009,15,8,1859,1865,,10.1111/j.1365-2486.2009.01865.x,http://dx.doi.org/10.1111/j.1365-2486.2009.01865.x,,View Full Record in Web of Science
J,"Both, C","Both, Christiaan",Flexibility of Timing of Avian Migration to Climate Change Masked by Environmental Constraints En Route,CURRENT BIOLOGY,,SPRING MIGRATION; BREEDING GROUNDS; ARRIVAL; TEMPERATURE; PHENOLOGY; SELECTION,"During the past decades, phenology of many organisms has advanced in response to climate change [11]. Earlier arrival of long-distance migrants has been reported frequently [2, 3], but advancements of arrival and breeding were not always sufficient to match phenology at other trophic levels [4]. This has led to increased selection for early breeding [5] and severe population declines [6, 7]. This inadequate response has been explained by an inflexible start of migration, governed by cues unrelated to climate change, such as photoperiod [8]. It has been suggested that evolution at the genetic level is required for a change in photoresponsiveness [9]. Recently, such an evolutionary change in migration timing was suggested [10]. Here I show that timing of spring migration of pied flycatchers (Ficedula hypoleuca) has responded flexibly to climate change. Recovery dates during spring migration in Northern Africa advanced by ten days between 1980 and 2002, which was explained by improving Sahel rainfall and a phenotypic effect of birth date. The lack of advance on the breeding grounds most likely was due to environmental constraints during migration. Adjustment of arrival date in migrants to climate change could thus be rapid, but only if circumstances favorably change for the whole journey.",FEB 9,2010,20,3,243,248,,10.1016/j.cub.2009.11.074,http://dx.doi.org/10.1016/j.cub.2009.11.074,,View Full Record in Web of Science
J,"Both, C; te Marvelde, L","Both, Christiaan; te Marvelde, Luc",Climate change and timing of avian breeding and migration throughout Europe,CLIMATE RESEARCH,laying date; timing migration; phenotypic plasticity; temperature; Ficeduld hypoleuca; Sturnus vulgaris,LONG-DISTANCE MIGRANT; SPRING ARRIVAL DATES; FICEDULA-HYPOLEUCA; NATURAL-SELECTION; AUTUMN MIGRATION; PIED FLYCATCHERS; STURNUS-VULGARIS; CLIFF SWALLOWS; BIRD MIGRATION; PARUS-MAJOR,"Bird breeding and spring migration phenology have advanced in response to climate change, but the effects differ between sites. Here, we examine the geographical variation in laying-date trends in a short-distance migrant, the European starling Sturnus vulgaris, and a long-distance migrant, the pied flycatcher Ficedula hypoleuca. We model the trend in laying date for these 2 species -between 1980 and 2004 for most of their European breeding areas -by combining geographical variation in mean laying date, the effect of temperature on laying date, and spatial variation in temperature change. Starlings are predicted to have advanced breeding over most of their range, with the greatest advance in north-eastern Europe. In contrast, pied flycatchers have delayed their laying in northern Europe, but have advanced their laying in western and central Europe. The species differ because pied flycatchers lay their eggs 25 d later at each site than starlings, and temperatures during these 2 periods show different trends. Temperatures during migration have also changed differently for populations heading to different breeding areas. This was most pronounced for pied flycatchers; northern populations experience an increase in temperatures during migration, while more southern populations presently still migrate at temperatures similar to those experienced 25 yr ago. As a consequence the southern population may be constrained in adapting to climate change by low temperatures during migration. There is a large contrast in how circumstances during migration and at the breeding grounds have changed: populations that advanced breeding most were subjected to the lowest temperature increases during migration. The temporal and spatial variation in temperature change has important consequences on how migrants adapt to ongoing climate change.",DEC 31,2007,35,1-2,93,105,,10.3354/cr00716,http://dx.doi.org/10.3354/cr00716,,View Full Record in Web of Science
J,"Broitman, BR; Mieszkowska, N; Helmuth, B; Blanchette, CA","Broitman, Bernardo R.; Mieszkowska, Nova; Helmuth, Brian; Blanchette, Carol A.",CLIMATE AND RECRUITMENT OF ROCKY SHORE INTERTIDAL INVERTEBRATES IN THE EASTERN NORTH ATLANTIC,ECOLOGY,climate effects; invertebrate; NAO; North East Atlantic; recruitment variability; rocky intertidal,ELMINIUS-MODESTUS DARWIN; CHTHAMALUS-STELLATUS POLI; HARE-LYNX DYNAMICS; GIBBULA-UMBILICALIS; SPECIES INTERACTIONS; REPRODUCTIVE-CYCLES; SETTLEMENT-PATTERNS; MONODONTA-LINEATA; GULLMAR FJORD; WADDEN SEA,"Studies of the impacts of climate and climate change on biological systems often attempt to correlate ecological responses with basin-scale indices such as the North Atlantic Oscillation (NAO). However, such correlations, while useful for detecting long-term trends, are unable to provide a mechanism linking the physical environment and ecological processes. Here we evaluate the effects of the NAO on recruitment variability of rocky intertidal invertebrates in the North Atlantic examining two possible climate-related pathways. Using a highly conservative test we interpret associations with the NAO integrated over a season ( three months) as an indicator of atmospheric effects on newly settled recruits (NAO3), and the effects of the NAO integrated over six months (NAO6) as an indicator of changes in ocean circulation affecting patterns of larval transport. Through an extensive literature survey we found 13 time series, restricted to southwest Ireland and Britain and comprising five species, that could be used for statistical analysis. Significant correlations with NAO3, our proxy for atmospheric effects, were observed in the south-central domain of our study region ( southwest Ireland and south England). Significant correlations with NAO6, the proxy for ocean circulation effects, were detected on southwest Ireland. The associations were detected for three ( two barnacles and a topshell) at two sites. These results suggest that the NAO can have effects on the recruitment of intertidal invertebrates through different pathways linked to climate and be distributed heterogeneously in space. Based on previous evidence and the sign and geographic location of significant correlations, we suggest that winter NAO effects are likely to occur as a result of effects on the survival of early life stages settling during spring or through changes in phenology. Our results argue that a combination of modeling and synthesis can be used to generate hypotheses regarding the effects of climate on recruitment and aid in the design of field-based tests of explicit ecological mechanisms.",NOV,2008,89,11,S81,S90,,10.1890/08-0635.1,http://dx.doi.org/10.1890/08-0635.1,,View Full Record in Web of Science
J,"Both, C; Visser, ME","Both, C; Visser, ME",Adjustment to climate change is constrained by arrival date in a long-distance migrant bird,NATURE,,EGG-LAYING TRENDS; REPRODUCTION; TEMPERATURE; POPULATION; PHENOLOGY; EARLIER; BRITAIN; TITS,"Spring temperatures in temperate regions have increased over the past 20 years(1), and many organisms have responded to this increase by advancing the date of their growth and reproduction(2-7). Here we show that adaptation to climate change in a long-distance migrant is constrained by the timing of its migratory journey. For long-distance migrants climate change may advance the phenology of their breeding areas, but the timing of some species' spring migration relies on endogenous rhythms that are not affected by climate change(8). Thus, the spring migration of these species will not advance even though they need to arrive earlier on their breeding grounds to breed at the appropriate time. We show that the migratory pied flycatcher Ficedula hypoleuca has advanced its laying date over the past 20 years. This temporal shift has been insufficient, however, as indicated by increased selection for earlier breeding over the same period. The shift is hampered by its spring arrival date, which has not advanced. Some of the numerous long-distance migrants will suffer from climate change, because either their migration strategy is unaffected by climate change, or the climate in breeding and wintering areas are changing at different speeds, preventing adequate adaptation.",MAY 17,2001,411,6835,296,298,,10.1038/35077063,http://dx.doi.org/10.1038/35077063,,View Full Record in Web of Science
J,"Both, C; Bouwhuis, S; Lessells, CM; Visser, ME","Both, C; Bouwhuis, S; Lessells, CM; Visser, ME",Climate change and population declines in a long-distance migratory bird,NATURE,,TIT PARUS-MAJOR; LIFE-HISTORY TRAITS; FICEDULA-HYPOLEUCA; AVIAN REPRODUCTION; WINTER MOTH; PHENOLOGY; TEMPERATURE; SONGBIRDS; RESPONSES; MIGRANT,"Phenological responses to climate change differ across trophic levels(1-3), which may lead to birds failing to breed at the time of maximal food abundance. Here we investigate the population consequences of such mistiming in the migratory pied flycatcher, Ficedula hypoleuca(4). In a comparison of nine Dutch populations, we find that populations have declined by about 90% over the past two decades in areas where the food for provisioning nestlings peaks early in the season and the birds are currently mistimed. In areas with a late food peak, early-breeding birds still breed at the right time, and there is, at most, a weak population decline. If food phenology advances further, we also predict population declines in areas with a late food peak, as in these areas adjustment to an advanced food peak is insufficient(4). Mistiming as a result of climate change is probably a widespread phenomenon(1), and here we provide evidence that it can lead to population declines.",MAY 4,2006,441,7089,81,83,,10.1038/nature04539,http://dx.doi.org/10.1038/nature04539,,View Full Record in Web of Science
J,"Durant, JM; Anker-Nilssen, T; Stenseth, NC","Durant, JM; Anker-Nilssen, T; Stenseth, NC",Trophic interactions under climate fluctuations: the Atlantic puffin as an example,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,climate; seabirds; population dynamics; sea temperature; breeding success; trophic interactions,HERRING CLUPEA-HARENGUS; MATCH-MISMATCH; PHENOLOGY; GROWTH; RECRUITMENT; TEMPERATURES; VARIABILITY; TRENDS; LARVAE,"Co-occurrence in food requirements of offspring and food availability is a key factor determining breeding success. Prey availability is typically dependent on environmental conditions that are different from those influencing the predator's decision regarding whether or not to initiate breeding, and is not always optimal at the peak of reproduction requirements. We investigated this relationship to understand better what determines the fledging success of the Atlantic puffin (Fratercula arctica). Colony data from Rost (northern Norway) covering a period of 27 years were analysed with parallel data on sea temperature and the size and abundance of the puffins' main prey (the Norwegian spring-spawning herring, Clupea harengus). By fitting statistical models to the fledging success, we found that one effect of climate on this population of Atlantic puffins is indirect and mediated by sea temperature affecting the availability of first-year herring. The best model also demonstrates that the breeding success of the Rost puffins may be quantitatively predicted from the size of first-year herring and sea temperature.",JUL 22,2003,270,1523,1461,1466,,10.1098/rspb.2003.2397,http://dx.doi.org/10.1098/rspb.2003.2397,,View Full Record in Web of Science
J,"Katiyatiya, CLF; Muchenje, V","Katiyatiya, C. L. F.; Muchenje, V.",Hair coat characteristics and thermophysiological stress response of Nguni and Boran cows raised under hot environmental conditions,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,Breed; Coat colour; Hair length; Heat tolerance; Skin temperature; Rectal temperature; Temperature humidity index,DIFFERENT GENETIC GROUPS; HEAT-STRESS; SOUTH-AFRICA; PHYSIOLOGICAL VARIABLES; THERMAL-STRESS; HOLSTEIN COWS; SEASONAL-VARIATION; BODY-TEMPERATURE; DIET SELECTION; ZEBU CATTLE,"Breed, age, coat colour, month and temperature humidity index (THI) influence on body weight (W), body condition score (BCS), thermophysiological variables (rectal temperature (Tr), skin temperature (Tsk)) and hair length was studied in Nguni (n = 19) and Boran (n = 16). As a result of this study, breed influenced W, BCS and Tsk on the neck and belly (P < 0.05). The BCS and W of Nguni cows were higher than the Boran cows. Hair length of both breeds increased from February to August. The THI influenced thermophysiological variables (P < 0.05). Increased Tr for both breeds was recorded in February and April, respectively (P < 0.05). Month influenced Tsk and June recorded lower values (P < 0.05). Younger cows (3-8 years) had lower weight and high Tr and Tsk (P < 0.05). Nguni cows had high neck and thurl temperatures in June while Boran cows had the highest in August (P < 0.05). Red, dun and white-black Boran cows had increased BCS. Nguni cows with red, fawn and white cows had high BCS. Fawn-coloured Nguni cows and white-brown Boran cows had the more weight than cows with other colours compared in the study. White-red Nguni and Boran cows recorded the highest Tr. For Nguni cows, neck and belly temperatures were significantly (P < 0.001) correlated to thurl temperature. Boran cows had significant (P < 0.001) correlations for THI and neck, belly and thurl temperatures. The current study found that Nguni cows were more adapted to the prevailing bioclimatic changes. However, Boran cows have the potential of performing well under heat stress conditions over time.",DEC,2017,61,12,2183,2194,,10.1007/s00484-017-1424-z,http://dx.doi.org/10.1007/s00484-017-1424-z,,View Full Record in Web of Science
J,"Ni, J","Ni, Jian",Impacts of climate change on Chinese ecosystems: key vulnerable regions and potential thresholds,REGIONAL ENVIRONMENTAL CHANGE,Human disturbance; Net primary production; Species distribution; Vegetation model; Vegetation shift,NET PRIMARY PRODUCTION; KOREAN PINE FOREST; SEA-LEVEL RISE; MAJOR TERRESTRIAL ECOSYSTEMS; PHENOLOGICAL GROWING-SEASON; LIFE ZONE DIVERSITY; YELLOW-RIVER BASIN; NORTHEAST CHINA; TIBETAN PLATEAU; WATER-RESOURCES,"China is a key vulnerable region of climate change in the world. Climate warming and general increase in precipitation with strong temporal and spatial variations have happened in China during the past century. Such changes in climate associated with the human disturbances have influenced natural ecosystems of China, leading to the advanced plant phenology in spring, lengthened growing season of vegetation, modified composition and geographical pattern of vegetation, especially in ecotone and tree-lines, and the increases in vegetation cover, vegetation activity and net primary productivity. Increases in temperature, changes in precipitation regime and CO2 concentration enrichment will happen in the future in China according to climate model simulations. The projected climate scenarios (associated with land use changes again) will significantly influence Chinese ecosystems, resulting in a northward shift of all forests, disappearance of boreal forest from northeastern China, new tropical forests and woodlands move into the tropics, an eastward shift of grasslands (expansion) and deserts (shrinkage), a reduction in alpine vegetation and an increase in net primary productivity of most vegetation types. Ecosystems in northern and western parts of China are more vulnerable to climate changes than those in eastern China, while ecosystems in the east are more vulnerable to land use changes other than climate changes. Such assessment could be helpful to address the ultimate objective of the United Nations Framework Convention on Climate Change (UNFCCC Article 2).",MAR,2011,11,,S49,S64,,10.1007/s10113-010-0170-0,http://dx.doi.org/10.1007/s10113-010-0170-0,,View Full Record in Web of Science
J,"Yuan, Y; Härer, S; Ottenheym, T; Misra, G; Lüpke, A; Estrella, N; Menzel, A","Yuan, Ye; Haerer, Stefan; Ottenheym, Tobias; Misra, Gourav; Luepke, Alissa; Estrella, Nicole; Menzel, Annette","Maps, trends, and temperature sensitivities-phenological information from and for decreasing numbers of volunteer observers",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,Phenological season; Map interpolation; Multiple linear regression; Inverse distance weighting; Leave-one-out cross validation; Citizen science,LAND-SURFACE PHENOLOGY; SPRING PHENOLOGY; CLIMATE-CHANGE; CITIZEN SCIENCE; SPATIAL VARIABILITY; GROWING-SEASON; LEAF PHENOLOGY; RESPONSES; GERMANY; FIELD,"Phenology serves as a major indicator of ongoing climate change. Long-term phenological observations are critically important for tracking and communicating these changes. The phenological observation network across Germany is operated by the National Meteorological Service with a major contribution from volunteering activities. However, the number of observers has strongly decreased for the last decades, possibly resulting in increasing uncertainties when extracting reliable phenological information from map interpolation. We studied uncertainties in interpolated maps from decreasing phenological records, by comparing long-term trends based on grid-based interpolated and station-wise observed time series, as well as their correlations with temperature. Interpolated maps in spring were characterized by the largest spatial variabilities across Bavaria, Germany, with respective lowest interpolated uncertainties. Long-term phenological trends for both interpolations and observations exhibited mean advances of -0.2 to -0.3 days year(-1) for spring and summer, while late autumn and winter showed a delay of around 0.1 days year(-1). Throughout the year, temperature sensitivities were consistently stronger for interpolated time series than observations. Such a better representation of regional phenology by interpolation was equally supported by satellite-derived phenological indices. Nevertheless, simulation of observer numbers indicated that a decline to less than 40% leads to a strong decrease in interpolation accuracy. To better understand the risk of declining phenological observations and to motivate volunteer observers, a Shiny app is proposed to visualize spatial and temporal phenological patterns across Bavaria and their links to climate change-induced temperature changes.",AUG,2021,65,8,1377,1390,,10.1007/s00484-021-02110-3,http://dx.doi.org/10.1007/s00484-021-02110-3,MAR 2021,View Full Record in Web of Science
J,"Gigliotti, LC; Diefenbach, DR; Sheriff, MJ","Gigliotti, L. C.; Diefenbach, D. R.; Sheriff, M. J.",Geographic variation in winter adaptations of snowshoe hares (Lepus americanus),CANADIAN JOURNAL OF ZOOLOGY,Lepus americanus; snowshoe hare; pelage; winter acclimatization; movement; resource selection,CLIMATE-CHANGE; SEASONAL ACCLIMATIZATION; ACTIVITY PATTERNS; BODY-TEMPERATURE; HABITAT USE; POPULATION; PREDATION; COLD; FOOD; CONSTRAINTS,"Understanding adaptations of nonhibernating northern endotherms to cope with extreme cold is important because climate-induced changes in winter temperatures and snow cover are predicted to impact these species the most. We compared winter pelage characteristics and heat production of snowshoe hares (Lepus americanus Erxleben, 1777) on the southern edge of their range, in Pennsylvania (USA), to a northern population, in the Yukon (Canada), to investigate how hares might respond to changing environmental conditions. We also investigated how hares in Pennsylvania altered movement rates and resting spot selection to cope with variable winter temperatures. Hares from Pennsylvania had shorter, less dense, and less white winter coats than their northern counterparts, suggesting lower coat insulation. Hares in the southern population had lower pelage temperatures, indicating that they produced less heat than those in the northern population. In addition, hares in Pennsylvania did not select for resting spots that offered thermal advantages, but selected locations offering visual obstruction from predators. Movement rates were associated with ambient temperature, with the smallest movements occurring at the lower and upper range of observed ambient temperatures. Our results indicate that snowshoe hares may be able to adapt to future climate conditions via changes in pelage characteristics, metabolism, and behavior.",AUG,2017,95,8,539,545,,10.1139/cjz-2016-0165,http://dx.doi.org/10.1139/cjz-2016-0165,,View Full Record in Web of Science
J,"Kielland, K; Olson, K; Euskirchen, E","Kielland, K.; Olson, K.; Euskirchen, E.",Demography of snowshoe hares in relation to regional climate variability during a 10-year population cycle in interior Alaska,CANADIAN JOURNAL OF FOREST RESEARCH,,TANANA RIVER; LYNX; FLOODPLAIN; FOOD; REPRODUCTION; RESPONSES; SURVIVAL; COYOTES; DEFENSE; CANADA,"We monitored populations of snowshoe hares (Lepus americanus, Erxleben) in interior Alaska for 10 years from 1999 to 2008. During this period, fall densities of hares fluctuated approximately 14-fold. High population growth rates over summer (lambda = 1.83-8.00) were followed by large population declines over winter (lambda = 0.16-0.82). Young-of-the-year hares tended to gain mass over winter, while adult hares tended to loose body mass. The average mass of adult hares was significantly lower during the low phase of the cycle compared with when hares were abundant. Overwinter survival of juveniles relative to adults decreased strongly as a function of the frequency of snowfall events. However, effects of temperature and precipitation on hare demography were season dependent and appear to act as modifiers of the primary controls over population dynamics (predation and food) rather than as direct sources of mortality. The rapid changes in green-up and snow-up in interior Alaska may affect forage conditions as well as the timing of molt in snowshoe hares. The strength of these interactions may increase in importance if the asynchrony of environmental seasonality and life history traits of snowshoe hares becomes more pronounced as the climate continues to change.",JUL,2010,40,7,1265,1272,,10.1139/X10-053,http://dx.doi.org/10.1139/X10-053,,View Full Record in Web of Science
J,"Salami, SO; Adegbaju, OD; Idris, OA; Jimoh, MO; Olatunji, TL; Omonona, S; Orimoloye, IR; Adetunji, AE; Olusola, A; Maboeta, MS; Laubscher, CP","Salami, Serifat Olatundun; Adegbaju, Oluwafunmilayo Dorcas; Idris, Oladayo Amed; Jimoh, Muhali Olaide; Olatunji, Tomi Lois; Omonona, Solomon; Orimoloye, Israel Ropo; Adetunji, Ademola Emmanuel; Olusola, Adeyemi; Maboeta, Mark Steve; Laubscher, Charles Petrus",South African wild fruits and vegetables under a changing climate: The implications on health and economy,SOUTH AFRICAN JOURNAL OF BOTANY,Elevated temperatures; Essential nutrients; Food security; Land use/land cover; Post-harvest management; Wild fruits and vegetables,HIGH-TEMPERATURE; FOOD SECURITY; ELEVATED CO2; PHYSIOLOGICAL-RESPONSES; HARPEPHYLLUM-CAFFRUM; SEED-GERMINATION; PLANT PHENOLOGY; WATER RELATIONS; HEAT-STRESS; ANTIOXIDANT,"Overdependence on exotic plant species constitutes a major setback for the consumption of wild fruits and vegetables among South Africans. The country is not spared from the adverse effects of climate change which play a substantial role in altering the ecosystem and have a ripple effect on food security. Wild fruits and vegetables have been identified to be underutilized despite the country's struggle in nourishing its population. This paper reviewed the impacts of climate change on the phenology, physiology, and economic benefits of wild fruits and vegetables in South Africa. Furthermore, spatial-based data was used to evaluate the possible productivity of wild fruits and vegetables through land use/land cover (LULC) assessment. The result showed that South Africa had varied vegetation and land cover dynamics. For example, Northern Cape and Western Cape Provinces are dominated by shrubland and barren land, thus unsuitable for fruit and vegetable production. In contrast, Limpopo, North-West, Mpumalanga, Gauteng, Free State, some parts of KwaZulu-Natal and Eastern Cape Provinces are covered with grassland and cultivated areas which made them good for vegetable farming and potential ground for wild fruit and vegetable cultivation. Thus, there is a need to develop cultivation strategies for edible wild fruits and vegetables with known nutritional characteristics to expand knowledge about nutritional benefits and options in utilizing the wild species. This will boost the country's economy, help to improve diet, and can play a crucial role in food security. (C) 2021 Published by Elsevier B.V. on behalf of SAAB.",MAR,2022,145,,13,27,,10.1016/j.sajb.2021.08.038,http://dx.doi.org/10.1016/j.sajb.2021.08.038,,View Full Record in Web of Science
C,"Valdés, B; Parra, R; Lifante, ZD","Valdes, B.; Parra, R.; Lifante, Z. Diaz",Blueberry selection in SW Spain,Proceedings of the 8th International Symposium on Vaccinium Culture,morphological characterization; fruit set; phenology; Vaccinium,FLOWER SIZE; VACCINIUM; FRUIT; POPULATIONS; PHENOLOGY; PROGENIES; HIGHBUSH; SHAPE; TAXA,"Morphological characters, flowering and fruiting phenology and fruit set were studied in 38 plants pre-selected from a hybrid progeny grown in SW Spain (Huelva province) from seeds produce in USA by open pollination of highbush and rabbiteye blueberry commercial cultivars. Plants of 14 American southern highbush and rabbiteye commercial cultivars grown in the same area were also studied for comparison. Morphological characters separated rabbiteye cultivars from southern highbush. Southern highbush could not be separated from most plants of the hybrid progeny, which seems to indicate a close genetic relationship. Plants of the hybrid progeny could not be clearly separated from each other, although some particular characters, such as pedicel length and pedicel scar size could be used to distinguish some particular plants. Flowering and fruiting phenology was rather variable, and clearly depended on temperature variations during the course of the year. The high fruit set of several plants, together with their relatively late flowering and early fruit production indicate that at least some of the hybrid progeny could be used to select new commercial cultivars adapted to the climatic conditions of SW Spain and appropriate to compete in C Europe markets.",,2006,,715,41,53,,10.17660/ActaHortic.2006.715.3,http://dx.doi.org/10.17660/ActaHortic.2006.715.3,,View Full Record in Web of Science
J,"Mitchell, NJ; Allendorf, FW; Keall, SN; Daugherty, CH; Nelson, NJ","Mitchell, Nicola J.; Allendorf, Fred W.; Keall, Susan N.; Daugherty, Charles H.; Nelson, Nicola J.",Demographic effects of temperature-dependent sex determination: will tuatara survive global warming?,GLOBAL CHANGE BIOLOGY,climate change; global warming; phenology; reptile; sex ratio; Sphenodon guntheri; TSD,POPULATION VIABILITY ANALYSIS; CLIMATE-CHANGE; SPHENODON-PUNCTATUS; NEW-ZEALAND; EVOLUTIONARY RESPONSES; INBREEDING DEPRESSION; STEPHENS ISLAND; EXTINCTION RISK; REPTILES; RATIO,"Global climate change is of particular concern for small and isolated populations of reptiles with temperature-dependent sex determination because low genetic variation can limit adaptive response in pivotal temperatures, leading to skewed sex ratios. We explore the demographic consequences of skewed sex ratios on the viability of a tuatara population characterized by low genetic diversity. We studied the rare species of tuatara (Sphenodon guntheri) on the 4 ha North Brother Island in New Zealand over two nesting seasons and captured 477 individuals, with a 60% male bias in the adult population. Females first breed at 15 years and have extremely low rates of gravidity, producing clutches of three to eight eggs every 9 years. Simulations of the population using population viability analysis showed that the current population is expected to persist for at least 2000 years at hatchling sex ratios of up to 75% male, but populations with 85% male hatchlings are expected to become extinct within approximately 300 years (some eight generations). Incorporation of inbreeding depression increased the probability of extinction under male biased sex ratios, with no simulated populations surviving at hatchling sex ratios >75% male. Because recent models have predicted that climate change could lead to the production of all male S. guntheri hatchlings by 2085, we examined whether periodic intervention to produce mixed or female biased sex ratios would allow the population to survive if only males were produced in natural nests. We show that intervention every 2-3 years could buffer the effects of climate change on population sex ratios, but translocation to cooler environs might be more cost-effective. Climate change threatens tuatara populations because neither modified nesting behaviour nor adaptive response of the pivotal temperature can modify hatchling sex ratios fast enough in species with long generation intervals.",JAN,2010,16,1,60,72,,10.1111/j.1365-2486.2009.01964.x,http://dx.doi.org/10.1111/j.1365-2486.2009.01964.x,,View Full Record in Web of Science
J,"Cadee, N; Piersma, T; Daan, S","Cadee, N; Piersma, T; Daan, S","Endogenous circannual rhythmicity in a non-passerine migrant, the knot Calidris canutus",ARDEA,Calidris canutus; migration; circannual rhythmicity; endogenous cycles; moult; fattening,CYCLE,"We present experimental evidence for endogenous control of circannual rhythms in a long-distance migratory wader, the Knot Calidris canutus. Six individuals of the subspecies canutus were caught during northward migration whilst staging in France, and were held together under constant temperature and photoperiodic conditions (15 degrees C, LD 12:12) for 20 months. Rhythms of contour feather and flight feather moult and of body mass change persisted throughout the experiment in most birds, and showed two cycles over this period. At the beginning of the experiment the six birds were synchronous, but in the course of the experiment inter-individual differences in their circannual periods developed. Desynchronisation between the rhythms of moult and mass change in the same individual occurred in some birds. The first cycle was delayed with respect to the natural schedule, while the second cycle had a duration of about a year on average. Since the second cycle was less well expressed than the first cycle in most birds, the endogenous rhythm is likely to be damped rather than self-sustained. The complexity of the annual changes in photoperiod experienced by transequatorial migrants like Knots calls for more extensive analysis to unravel the nature of the synchronisation of the endogenous circannual rhythm.",,1996,84,1-2,75,84,,,,,View Full Record in Web of Science
